Symbol,Name,IndustryCode,Industry
AULT PR D,Ault Alliance 13 00 Cumulative Redeemable Perpetual Pref Shs Series D,57301030,블록 체인 및 암호화폐
PCG PR H,Pacific Gas and Electric 4.5% 1st Pref Shs,59101010,전력 유틸리티
VINE,Fresh Vine Wine Inc,54101020,증류주 및 포도주
CANF,Can Fite Biopharma Ltd ADR,56201040,제약
GRFX,Graphex Group Ltd ADR,51101030,특수 화학제
AUMN,Golden Minerals Co,51201010,금 제외 귀금속 및 광물
TPHS,Trinity Place Holdings Inc,60101010,"부동산 임대, 개발 및 운영"
HNRA,HNR Acquisition Corp,50102020,"오일, 가스 탐사 및 생산"
AWX,Avalon Holdings Corp,52203010,환경 서비스 및 장비
AAMC,Altisource Asset Management Corp,60101020,부동산 서비스
TOVX,Theriva Biologics Inc,56202010,생명 공학 및 의학 연구
PCG PR C,Pacific Gas and Electric 5% 1st Pref Shs,59101010,전력 유틸리티
AULT,Ault Alliance Inc,57301030,블록 체인 및 암호화폐
CHRO,Chromocell Therapeutics Corp,56202010,생명 공학 및 의학 연구
ENSV,Enservco Corp,50103020,오일 관련 서비스 및 장비
UAVS,Ageagle Aerial Systems Inc,52101010,항공우주 및 방위
PCG PR I,Pacific Gas and Electric 4.36% 1st Pref Shs,59101010,전력 유틸리티
MITQ,Moving Image Technologies Inc,57106030,가정용 전자 제품
BURU,NUBURU Inc,52102010,산업용 기계 및 장비
CLDI,Calidi Biotherapeutics Inc,56202010,생명 공학 및 의학 연구
SCPX,Scorpius Holdings Inc,56201040,제약
GBR,New Concept Energy Inc,60101010,"부동산 임대, 개발 및 운영"
BTTR,Better Choice Company Inc,54102020,식품 가공
AZTR,Azitra Inc,56202010,생명 공학 및 의학 연구
RHE,Regional Health Properties Inc,60101010,"부동산 임대, 개발 및 운영"
EFSH,1847 Holdings LLC,53403050,컴퓨터 및 전자 제품 소매
OGEN,Oragenics Inc,56202010,생명 공학 및 의학 연구
SSY,SunLink Health Systems Inc,54301010,의약품 소매
CPHI,China Pharma Holdings Inc,56201040,제약
VHAI,Vocodia Holdings Corp,57201020,소프트웨어
AMBO,Ambow Education Holding Ltd ADR,63102010,"초, 중, 고등 교육기관"
SGN,Signing Day Sports Inc,57201020,소프트웨어
POL,Polished.Com Inc,53402010,백화점
UUU,Universal Security Instruments Inc,57102010,통신 및 네트워킹
ID,PARTS iD Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
VTAK,Catheter Precision Inc,56101010,첨단 의료 장비 및 기술
YCBD PR A,cbdMD 8 0 Series A Cumulative Convertible Pref Shs,56201040,제약
YCBD,cbdMD Inc,56201040,제약
NBY,NovaBay Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
PHGE.U,BiomX Units,56202010,생명 공학 및 의학 연구
FOXO,Foxo Technologies Inc,57201010,IT 서비스 및 컨설팅
ITP,IT Tech Packaging Inc,51301020,종이 제품
PW,Power REIT,60102020,상업용 REITs
BQ,Boqii Holding Ltd ADR,53403090,기타 전문 소매
DXF,Dunxin Financial Holdings Ltd ADR,55101030,소비자 대출
GLU PR A,Gabelli Global Utility and Income Cumulative Puttable and Callable Pref Shs,55501030,폐쇄형 펀드
RHE PR A,Regional Health Properties 10.875 Cumulative Redeemable Pref Shs Series A,60101010,"부동산 임대, 개발 및 운영"
PW PR A,Power REIT 7.75% Cumulative Redeemable Perpetual Pref Shs Series A,60102020,상업용 REITs
SING,SinglePoint Inc,52201020,건설 및 엔지니어링
TELZ,Tellurian 8 25 Senior Notes due 2028,50102020,"오일, 가스 탐사 및 생산"
LNFA.U,L F Acquisition Redeemable Units Class A,55601010,투자 지주 회사
AMDI,Amphitrite Digital Inc,53301040,여가 및 오락시설
ONDR,Sushi Ginza Onodera Inc,,
